2 18 20 20 28
3 13 28 32 19
4 14 23 22 24
5 19 111 90 113
6 14 47 50 51
7 22 25 33 31
8 15 21 19 13
9 16 25 30 14
10 16 47 43 32
11 14 40 48 27
12 21 15 13 17
13 14 22 25 27
14 16 41 44 39
15 27 46 45 38
16 16 46 47 31
17 15 51 50 28
18 14 57 50 44
19 14 28 30 20
20 15 60 61 84
21 15 17 17 18
22 16 26 33 46
23 18 82 73 86
24 15 49 43 22
25 22 36 39 19
26 13 29 34 17
27 13 46 58 28
28 14 707 748 84
29 20 39 43 185
30 14 54 62 75
