2.46316 -0.778563 -0.627613 0.624444 -0.778563
2.48684 -0.793204 -0.608731 0.60583 -0.793204
2.51053 -0.807394 -0.589436 0.586875 -0.807394
2.53421 -0.821123 -0.56989 0.567589 -0.821123
2.55789 -0.834387 -0.550126 0.547983 -0.834387
2.58158 -0.84718 -0.530143 0.528069 -0.84718
2.60526 -0.859497 -0.509943 0.507857 -0.859497
2.62895 -0.871334 -0.489523 0.48736 -0.871334
2.65263 -0.882684 -0.468886 0.466587 -0.882684
2.67632 -0.893542 -0.44803 0.445552 -0.893542
2.7 -0.903904 -0.426956 0.424266 -0.903904
2.72368 -0.913765 -0.405664 0.40274 -0.913765
2.74737 -0.923118 -0.384153 0.380986 -0.923118
2.77105 -0.93196 -0.362424 0.359017 -0.93196
2.79474 -0.940284 -0.340477 0.336845 -0.940284
2.81842 -0.948086 -0.318312 0.314481 -0.948086
2.84211 -0.95536 -0.295928 0.29194 -0.95536
2.86579 -0.962102 -0.273326 0.269232 -0.962102
2.88947 -0.968306 -0.250505 0.246371 -0.968306
2.91316 -0.973966 -0.227467 0.223369 -0.973966
2.93684 -0.979079 -0.20421 0.20024 -0.979079
2.96053 -0.983638 -0.180734 0.176996 -0.983638
2.98421 -0.987638 -0.157041 0.153651 -0.987638
3.00789 -0.991075 -0.133145 0.130217 -0.991075
3.03158 -0.993945 -0.109248 0.10671 -0.993945
3.05526 -0.99625 -0.085413 0.0831403 -0.99625
3.07895 -0.997991 -0.06164 0.0595232 -0.997991
3.10263 -0.99917 -0.0379288 0.0358715 -0.99917
3.12632 -0.999788 -0.0142794 0.0121985 -0.999788
3.15 -0.999847 0.00930812 -0.0114825 -0.999847
3.17368 -0.999348 0.0328338 -0.0351582 -0.999348
3.19737 -0.998292 0.0562977 -0.0588156 -0.998292
3.22105 -0.996682 0.0796997 -0.0824414 -0.996682
3.24474 -0.994518 0.10304 -0.106022 -0.994518
3.26842 -0.991801 0.126318 -0.129546 -0.991801
3.29211 -0.988535 0.149535 -0.152998 -0.988535
3.31579 -0.984719 0.17269 -0.176367 -0.984719
3.33947 -0.980355 0.195782 -0.199638 -0.980355
3.36316 -0.975445 0.218813 -0.2228 -0.975445
3.38684 -0.969991 0.241783 -0.245839 -0.969991
3.41053 -0.963993 0.26469 -0.268743 -0.963993
3.43421 -0.957453 0.287536 -0.291498 -0.957453
3.45789 -0.950373 0.310319 -0.314092 -0.950373
3.48158 -0.942754 0.333041 -0.336511 -0.942754
3.50526 -0.934598 0.355695 -0.358744 -0.934598
3.52895 -0.925908 0.378104 -0.380778 -0.925908
3.55263 -0.916691 0.400189 -0.402599 -0.916691
3.57632 -0.906954 0.42195 -0.424196 -0.906954
3.6 -0.896706 0.443388 -0.445556 -0.896706
3.62368 -0.885954 0.464502 -0.466667 -0.885954
3.64737 -0.874706 0.485291 -0.487518 -0.874706
3.67105 -0.862969 0.505758 -0.508097 -0.862969
3.69474 -0.850751 0.5259 -0.528392 -0.850751
3.71842 -0.838061 0.545718 -0.548392 -0.838061
3.74211 -0.824904 0.565213 -0.568086 -0.824904
3.76579 -0.81129 0.584384 -0.587463 -0.81129
3.78947 -0.797225 0.603231 -0.606512 -0.797225
3.81316 -0.782718 0.621754 -0.625222 -0.782718
3.83684 -0.767776 0.639953 -0.643584 -0.767776
3.86053 -0.752407 0.657829 -0.661587 -0.752407
3.88421 -0.736619 0.675381 -0.679222 -0.736619
3.90789 -0.720418 0.692609 -0.696477 -0.720418
3.93158 -0.703813 0.709513 -0.713343 -0.703813
3.95526 -0.686812 0.726093 -0.729812 -0.686812
3.97895 -0.669422 0.74235 -0.745874 -0.669422
4.00263 -0.651651 0.758281 -0.761519 -0.651651
4.02632 -0.633507 0.773778 -0.776738 -0.633507
4.05 -0.615002 0.788768 -0.791524 -0.615002
4.07368 -0.596148 0.80325 -0.805867 -0.596148
4.09737 -0.576958 0.817225 -0.81976 -0.576958
4.12105 -0.557442 0.830692 -0.833194 -0.557442
4.14474 -0.537613 0.843653 -0.846163 -0.537613
4.16842 -0.517483 0.856106 -0.858658 -0.517483
4.19211 -0.497065 0.868051 -0.870673 -0.497065
4.21579 -0.476369 0.87949 -0.882201 -0.476369
4.23947 -0.455409 0.890421 -0.893235 -0.455409
4.26316 -0.434195 0.900845 -0.903771 -0.434195
4.28684 -0.412741 0.910761 -0.913801 -0.412741
4.31053 -0.391058 0.920171 -0.92332 -0.391058
4.33421 -0.369158 0.929073 -0.932323 -0.369158
4.35789 -0.347053 0.937467 -0.940805 -0.347053
4.38158 -0.324756 0.945355 -0.948761 -0.324756
4.40526 -0.302277 0.952735 -0.956186 -0.302277
4.42895 -0.27963 0.959608 -0.963078 -0.27963
4.45263 -0.256826 0.965973 -0.969431 -0.256826
4.47632 -0.233877 0.971831 -0.975242 -0.233877
4.5 -0.210796 0.977182 -0.980508 -0.210796
4.52368 -0.187594 0.981997 -0.985226 -0.187594
4.54737 -0.164285 0.986244 -0.989393 -0.164285
4.57105 -0.140882 0.989926 -0.993007 -0.140882
4.59474 -0.117398 0.993041 -0.996066 -0.117398
4.61842 -0.0938474 0.995589 -0.998568 -0.0938474
4.64211 -0.0702431 0.997571 -1.00051 -0.0702431
4.66579 -0.0465985 0.998987 -1.00189 -0.0465985
4.68947 -0.0229271 0.999836 -1.00272 -0.0229271
4.71316 0.000757682 1.00012 -1.00298 0.000757682
4.73684 0.0244425 0.999836 -1.00268 0.0244425
4.76053 0.0481139 0.998986 -1.00182 0.0481139
4.78421 0.0717584 0.99757 -1.0004 0.0717584
4.80789 0.0953627 0.995587 -0.998424 0.0953627
4.83158 0.118913 0.993039 -0.995886 0.118913
4.85526 0.142397 0.989923 -0.992792 0.142397
4.87895 0.1658 0.986241 -0.989142 0.1658
4.90263 0.189109 0.981993 -0.984939 0.189109
4.92632 0.212311 0.977179 -0.980185 0.212311
4.95 0.235392 0.971798 -0.974883 0.235392
4.97368 0.258339 0.965851 -0.969036 0.258339
4.99737 0.281138 0.959337 -0.962647 0.281138
5.02105 0.303777 0.952288 -0.95572 0.303777
5.04474 0.326243 0.944752 -0.948259 0.326243
5.06842 0.348525 0.93673 -0.940268 0.348525
5.09211 0.370611 0.928221 -0.931751 0.370611
5.11579 0.392489 0.919225 -0.922714 0.392489
5.13947 0.414149 0.909742 -0.913162 0.414149
5.16316 0.435578 0.899773 -0.903099 0.435578
5.18684 0.456766 0.889317 -0.892531 0.456766
5.21053 0.4777 0.878374 -0.881464 0.4777
5.23421 0.498369 0.866944 -0.869905 0.498369
5.25789 0.518762 0.855028 -0.85786 0.518762
5.28158 0.538867 0.842625 -0.845334 0.538867
5.30526 0.558672 0.829735 -0.832337 0.558672
5.32895 0.578166 0.816359 -0.818873 0.578166
5.35263 0.597338 0.802496 -0.804952 0.597338
5.37632 0.616175 0.788146 -0.790581 0.616175
5.4 0.634667 0.77331 -0.775768 0.634667
5.42368 0.652802 0.757987 -0.760521 0.652802
5.44737 0.670568 0.742177 -0.744849 0.670568
5.47105 0.687954 0.72588 -0.72876 0.687954
5.49474 0.704948 0.709097 -0.712264 0.704948
5.51842 0.721539 0.691887 -0.695371 0.721539
5.54211 0.737719 0.674383 -0.678089 0.737719
5.56579 0.753481 0.656591 -0.66043 0.753481
5.58947 0.768819 0.63851 -0.642402 0.768819
5.61316 0.783724 0.620141 -0.624015 0.783724
5.63684 0.798191 0.601483 -0.605281 0.798191
5.66053 0.812213 0.582537 -0.58621 0.812213
5.68421 0.825783 0.563302 -0.566812 0.825783
5.70789 0.838894 0.543779 -0.547097 0.838894
5.73158 0.851539 0.523967 -0.527078 0.851539
5.75526 0.863711 0.503867 -0.506765 0.863711
5.77895 0.875404 0.483478 -0.486169 0.875404
5.80263 0.88661 0.4628 -0.465302 0.88661
5.82632 0.897324 0.441834 -0.444176 0.897324
5.85 0.907537 0.420579 -0.422802 0.907537
5.87368 0.917243 0.399036 -0.401191 0.917243
5.89737 0.926436 0.377204 -0.379357 0.926436
5.92105 0.935109 0.355084 -0.357312 0.935109
5.94474 0.943254 0.332675 -0.335067 0.943254
5.96842 0.950865 0.309978 -0.312635 0.950865
5.99211 0.957935 0.286992 -0.29003 0.957935
6.01579 0.964457 0.263778 -0.267264 0.964457
6.03947 0.970429 0.240532 -0.24435 0.970429
6.06316 0.975851 0.217269 -0.2213 0.975851
6.08684 0.980721 0.193989 -0.198129 0.980721
6.11053 0.985039 0.170691 -0.17485 0.985039
6.13421 0.988806 0.147377 -0.151474 0.988806
6.15789 0.99202 0.124046 -0.128016 0.99202
6.18158 0.994682 0.100698 -0.104488 0.994682
6.20526 0.99679 0.0773325 -0.0809037 0.99679
6.22895 0.998345 0.0539503 -0.057276 0.998345
6.25263 0.999346 0.030551 -0.033618 0.999346
6.27632 0.999792 0.00713481 -0.00994295 0.999792
6.3 0.999683 -0.0162984 0.0137361 0.999683
6.32368 0.99902 -0.0397487 0.0374061 0.99902
6.34737 0.9978 -0.0632159 0.0610537 0.9978
6.37105 0.996025 -0.0867002 0.0846659 0.996025
6.39474 0.993693 -0.110201 0.108229 0.993693
6.41842 0.990805 -0.13372 0.131731 0.990805
6.44211 0.987359 -0.157255 0.155158 0.987359
6.46579 0.983356 -0.180807 0.178496 0.983356
6.48947 0.978794 -0.204377 0.201734 0.978794
6.51316 0.973675 -0.227922 0.224856 0.973675
6.53684 0.968 -0.251245 0.247851 0.968
6.56053 0.961776 -0.27432 0.270704 0.961776
6.58421 0.955008 -0.297147 0.293404 0.955008
6.60789 0.947702 -0.319725 0.315937 0.947702
6.63158 0.939865 -0.342056 0.338291 0.939865
6.65526 0.931502 -0.364138 0.360453 0.931502
6.67895 0.922618 -0.385971 0.382411 0.922618
6.70263 0.913221 -0.407557 0.404152 0.913221
6.72632 0.903315 -0.428894 0.425665 0.903315
6.75 0.892907 -0.449982 0.446937 0.892907
6.77368 0.882002 -0.470823 0.467956 0.882002
6.79737 0.870607 -0.491415 0.488712 0.870607
6.82105 0.858726 -0.511759 0.509192 0.858726
6.84474 0.846367 -0.531855 0.529384 0.846367
6.86842 0.833535 -0.551702 0.549279 0.833535
6.89211 0.820236 -0.571302 0.568864 0.820236
6.91579 0.806476 -0.590653 0.588129 0.806476
6.93947 0.79226 -0.609755 0.607062 0.79226
6.96316 0.777594 -0.62861 0.625653 0.777594
6.98684 0.762485 -0.647216 0.643892 0.762485
7.01053 0.746939 -0.665549 0.661767 0.746939
7.03421 0.730963 -0.683429 0.67927 0.730963
7.05789 0.71457 -0.700816 0.696389 0.71457
7.08158 0.69777 -0.717712 0.713115 0.69777
7.10526 0.680577 -0.734115 0.729438 0.680577
7.12895 0.663 -0.750027 0.745349 0.663
7.15263 0.645053 -0.765446 0.76084 0.645053
7.17632 0.626746 -0.780374 0.775902 0.626746
7.2 0.608092 -0.79481 0.790525 0.608092
7.22368 0.589101 -0.808754 0.804703 0.589101
7.24737 0.569786 -0.822205 0.818428 0.569786
7.27105 0.550159 -0.835165 0.831691 0.550159
7.29474 0.53023 -0.847633 0.844485 0.53023
7.31842 0.510011 -0.859609 0.856805 0.510011
7.34211 0.489515 -0.871093 0.868642 0.489515
7.36579 0.468753 -0.882085 0.87999 0.468753
7.38947 0.447736 -0.892585 0.890844 0.447736
7.41316 0.426477 -0.902593 0.901197 0.426477
7.43684 0.404986 -0.912109 0.911044 0.404986
7.46053 0.383275 -0.921134 0.920379 0.383275
7.48421 0.361357 -0.929666 0.929197 0.361357
7.50789 0.339242 -0.937707 0.937494 0.339242
7.53158 0.316943 -0.945275 0.945265 0.316943
7.55526 0.29447 -0.952374 0.952506 0.29447
7.57895 0.271834 -0.959004 0.959212 0.271834
7.60263 0.249047 -0.965166 0.965381 0.249047
7.62632 0.22612 -0.970859 0.971008 0.22612
7.65 0.203063 -0.976083 0.976091 0.203063
7.67368 0.179888 -0.980839 0.980626 0.179888
7.69737 0.156606 -0.985125 0.984611 0.156606
7.72105 0.133228 -0.988944 0.988043 0.133228
7.74474 0.109765 -0.992293 0.990921 0.109765
7.76842 0.0862279 -0.995174 0.993242 0.0862279
7.79211 0.0626285 -0.997586 0.995005 0.0626285
7.81579 0.0389776 -0.999529 0.996208 0.0389776
7.83947 0.0152861 -1.001 0.996851 0.0152861
7.86316 -0.00843471 -1.00201 0.996932 -0.00843471
7.88684 -0.0321738 -1.00255 0.996451 -0.0321738
7.91053 -0.0559201 -1.00262 0.995408 -0.0559201
7.93421 -0.0796624 -1.00222 0.993802 -0.0796624
7.95789 -0.10339 -1.00135 0.991635 -0.10339
7.98158 -0.127091 -1.00001 0.988905 -0.127091
8.00526 -0.150755 -0.998193 0.985615 -0.150755
8.02895 -0.174368 -0.995622 0.981765 -0.174368
8.05263 -0.197909 -0.992175 0.977356 -0.197909
8.07632 -0.221358 -0.987849 0.972391 -0.221358
8.1 -0.244695 -0.982647 0.966871 -0.244695
8.12368 -0.267898 -0.976567 0.960801 -0.267898
8.14737 -0.290946 -0.969609 0.954183 -0.290946
8.17105 -0.31382 -0.961774 0.947021 -0.31382
8.19474 -0.336497 -0.953061 0.939319 -0.336497
8.21842 -0.358958 -0.943471 0.931083 -0.358958
8.24211 -0.381181 -0.933003 0.922318 -0.381181
8.26579 -0.403146 -0.921658 0.913029 -0.403146
8.28947 -0.424832 -0.909435 0.903224 -0.424832
8.31316 -0.446217 -0.896335 0.892908 -0.446217
8.33684 -0.467283 -0.882358 0.88209 -0.467283
8.36053 -0.488006 -0.867503 0.870776 -0.488006
8.38421 -0.508368 -0.85177 0.858976 -0.508368
8.40789 -0.528346 -0.83516 0.846699 -0.528346
8.43158 -0.547921 -0.817672 0.833953 -0.547921
8.45526 -0.567071 -0.799307 0.820748 -0.567071
8.47895 -0.585776 -0.780064 0.807095 -0.585776
8.50263 -0.604015 -0.759956 0.793004 -0.6
