4.16842 -0.504474 -0.838496
4.19211 -0.483497 -0.850195
4.21579 -0.46252 -0.861398
4.23947 -0.441543 -0.872104
4.26316 -0.420566 -0.882313
4.28684 -0.399589 -0.892026
4.31053 -0.378612 -0.901241
4.33421 -0.357635 -0.90996
4.35789 -0.336658 -0.918182
4.38158 -0.315681 -0.925907
4.40526 -0.294704 -0.933135
4.42895 -0.273727 -0.939867
4.45263 -0.25275 -0.946101
4.47632 -0.231773 -0.951839
4.5 -0.210796 -0.95708
4.52368 -0.187374 -0.961795
4.54737 -0.163953 -0.965956
4.57105 -0.140531 -0.969561
4.59474 -0.117109 -0.972612
4.61842 -0.0936875 -0.975109
4.64211 -0.0702658 -0.97705
4.66579 -0.0468441 -0.978437
4.68947 -0.0234224 -0.979269
4.71316 -7.47368e-07 -0.979546
4.73684 0.0234209 -0.979269
4.76053 0.0468426 -0.978437
4.78421 0.0702643 -0.97705
4.80789 0.093686 -0.975109
4.83158 0.117108 -0.972612
4.85526 0.140529 -0.969561
4.87895 0.163951 -0.965956
4.90263 0.187373 -0.961795
4.92632 0.210795 -0.95708
4.95 0.234216 -0.95181
4.97368 0.257638 -0.945986
4.99737 0.28106 -0.939606
5.02105 0.301557 -0.932703
5.04474 0.321689 -0.925323
5.06842 0.341821 -0.917465
5.09211 0.361953 -0.909131
5.11579 0.382085 -0.90032
5.13947 0.402217 -0.891032
5.16316 0.422349 -0.881268
5.18684 0.442481 -0.871026
5.21053 0.462613 -0.860308
5.23421 0.482745 -0.849113
5.25789 0.502877 -0.837441
5.28158 0.523009 -0.825293
5.30526 0.543141 -0.812667
5.32895 0.563273 -0.799565
5.35263 0.583404 -0.785986
5.37632 0.603536 -0.77193
5.4 0.623668 -0.757397
5.42368 0.6438 -0.742388
5.44737 0.663932 -0.726902
5.47105 0.684064 -0.710938
5.49474 0.704196 -0.694498
5.51842 0.717936 -0.677641
5.54211 0.729849 -0.660496
5.56579 0.741762 -0.643069
5.58947 0.753675 -0.62536
5.61316 0.765588 -0.607368
5.63684 0.777502 -0.589095
5.66053 0.789415 -0.570539
5.68421 0.801328 -0.551702
5.70789 0.813241 -0.532582
5.73158 0.825154 -0.51318
5.75526 0.837067 -0.493495
5.77895 0.848981 -0.473529
5.80263 0.860894 -0.453281
5.82632 0.872807 -0.43275
5.85 0.88472 -0.411937
5.87368 0.896633 -0.390842
5.89737 0.908546 -0.369465
5.92105 0.920459 -0.347806
5.94474 0.932373 -0.325864
5.96842 0.944286 -0.303641
5.99211 0.956199 -0.281135
6.01579 0.960688 -0.258406
6.03947 0.961466 -0.235643
6.06316 0.962244 -0.212863
6.08684 0.963022 -0.190063
6.11053 0.963799 -0.167246
6.13421 0.964577 -0.14441
6.15789 0.965355 -0.121555
6.18158 0.966132 -0.0986824
6.20526 0.96691 -0.0757911
6.22895 0.967688 -0.0528814
6.25263 0.968465 -0.0299533
6.27632 0.969243 -0.00700675
6.3 0.970021 0.0159582
6.32368 0.970798 0.0389416
6.34737 0.971576 0.0619434
6.37105 0.972354 0.0849636
6.39474 0.973132 0.108002
6.41842 0.973909 0.131059
6.44211 0.974687 0.154135
6.46579 0.975465 0.177229
6.48947 0.976242 0.200341
6.51316 0.970728 0.22343
6.53684 0.96018 0.246296
6.56053 0.949631 0.268913
6.58421 0.939083 0.291279
6.60789 0.928535 0.313395
6.63158 0.917986 0.335262
6.65526 0.907438 0.356879
6.67895 0.89689 0.378246
6.70263 0.886342 0.399363
6.72632 0.875793 0.420231
6.75 0.865245 0.440848
6.77368 0.854697 0.461216
6.79737 0.844148 0.481334
6.82105 0.8336 0.501202
6.84474 0.823052 0.52082
6.86842 0.812504 0.540189
6.89211 0.801955 0.559307
6.91579 0.791407 0.578176
6.93947 0.780859 0.596795
6.96316 0.77031 0.615164
6.98684 0.759762 0.633283
7.01053 0.745328 0.651132
7.03421 0.726036 0.668556
7.05789 0.706745 0.685523
7.08158 0.687453 0.702034
7.10526 0.668162 0.718087
7.12895 0.64887 0.733683
7.15263 0.629578 0.748823
7.17632 0.610287 0.763506
7.2 0.590995 0.777731
7.22368 0.571704 0.7915
7.24737 0.552412 0.804812
7.27105 0.53312 0.817667
7.29474 0.513829 0.830065
7.31842 0.494537 0.842006
7.34211 0.475246 0.853491
7.36579 0.455954 0.864518
7.38947 0.436662 0.875088
7.41316 0.417371 0.885202
7.43684 0.398079 0.894859
7.46053 0.378788 0.904058
7.48421 0.359496 0.912801
7.50789 0.338864 0.921082
7.53158 0.315553 0.928831
7.55526 0.292241 0.936029
7.57895 0.268929 0.942674
7.60263 0.245618 0.948768
7.62632 0.222306 0.954309
7.65 0.198994 0.959298
7.67368 0.175683 0.963735
7.69737 0.152371 0.96762
7.72105 0.12906 0.970953
7.74474 0.105748 0.973733
7.76842 0.0824362 0.975962
7.79211 0.0591246 0.977638
7.81579 0.0358129 0.978762
7.83947 0.0125012 0.979335
7.86316 -0.0108104 0.979355
7.88684 -0.0341221 0.978822
7.91053 -0.0574337 0.977738
7.93421 -0.0807454 0.976102
7.95789 -0.104057 0.973913
7.98158 -0.127369 0.971173
8.00526 -0.150305 0.967881
8.02895 -0.17193 0.964065
8.05263 -0.193554 0.959737
8.07632 -0.215178 0.954897
8.1 -0.236802 0.949544
8.12368 -0.258427 0.94368
8.14737 -0.280051 0.937303
8.17105 -0.301675 0.930414
8.19474 -0.323299 0.923013
8.21842 -0.344924 0.9151
8.24211 -0.366548 0.906675
8.26579 -0.388172 0.897737
8.28947 -0.409796 0.888288
8.31316 -0.431421 0.878326
8.33684 -0.453045 0.867852
8.36053 -0.474669 0.856866
8.38421 -0.496293 0.845368
8.40789 -0.517918 0.833357
8.43158 -0.539542 0.820835
8.45526 -0.561166 0.8078
8.47895 -0.58279 0.794253
8.50263 -0.603639 0.780195
8.52632 -0.618281 0.765725
8.55 -0.632924 0.750908
8.57368 -0.647566 0.735745
8.59737 -0.662209 0.720234
8.62105 -0.676851 0.704377
8.64474 -0.691494 0.688173
8.66842 -0.706136 0.671622
8.69211 -0.720778 0.654724
8.71579 -0.735421 0.63748
8.73947 -0.750063 0.619888
8.76316 -0.764706 0.60195
8.78684 -0.779348 0.583665
8.81053 -0.793991 0.565034
8.83421 -0.808633 0.546055
8.85789 -0.823275 0.52673
8.88158 -0.837918 0.507058
8.90526 -0.85256 0.487039
8.92895 -0.867203 0.466674
8.95263 -0.881845 0.445961
8.97632 -0.896488 0.424902
